NAME,FAMILY,TITLE,PRIORITY,BASELINE-IMPACT
SI-4 (24),SYSTEM AND INFORMATION INTEGRITY,INDICATORS OF COMPROMISE,,
SI-5,SYSTEM AND INFORMATION INTEGRITY,SECURITY ALERTS / ADVISORIES / DIRECTIVES,P1,"LOW,MODERATE,HIGH"
SI-5 (1),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED ALERTS AND ADVISORIES,,HIGH
SI-6,SYSTEM AND INFORMATION INTEGRITY,SECURITY FUNCTION VERIFICATION,P1,HIGH
SI-6 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATION SUPPORT FOR DISTRIBUTED TESTING,,
SI-6 (3),SYSTEM AND INFORMATION INTEGRITY,REPORT VERIFICATION RESULTS,,
SI-7,SYSTEM AND INFORMATION INTEGRITY,SOFTWARE / FIRMWARE / INFORMATION INTEGRITY,P1,"MODERATE,HIGH"
SI-7 (1),SYSTEM AND INFORMATION INTEGRITY,INTEGRITY CHECKS,,"MODERATE,HIGH"
SI-7 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED NOTIFICATIONS OF INTEGRITY VIOLATIONS,,HIGH
SI-7 (3),SYSTEM AND INFORMATION INTEGRITY,CENTRALLY-MANAGED INTEGRITY TOOLS,,
SI-7 (5),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED RESPONSE TO INTEGRITY VIOLATIONS,,HIGH
SI-7 (6),SYSTEM AND INFORMATION INTEGRITY,CRYPTOGRAPHIC PROTECTION,,
SI-7 (7),SYSTEM AND INFORMATION INTEGRITY,INTEGRATION OF DETECTION AND RESPONSE,,"MODERATE,HIGH"
SI-7 (8),SYSTEM AND INFORMATION INTEGRITY,AUDITING CAPABILITY FOR SIGNIFICANT EVENTS,,
SI-7 (9),SYSTEM AND INFORMATION INTEGRITY,VERIFY BOOT PROCESS,,
SI-7 (10),SYSTEM AND INFORMATION INTEGRITY,PROTECTION OF BOOT FIRMWARE,,
SI-7 (11),SYSTEM AND INFORMATION INTEGRITY,CONFINED ENVIRONMENTS WITH LIMITED PRIVILEGES,,
SI-7 (12),SYSTEM AND INFORMATION INTEGRITY,INTEGRITY VERIFICATION,,
SI-7 (13),SYSTEM AND INFORMATION INTEGRITY,CODE EXECUTION IN PROTECTED ENVIRONMENTS,,
SI-7 (14),SYSTEM AND INFORMATION INTEGRITY,BINARY OR MACHINE EXECUTABLE CODE,,HIGH
SI-7 (15),SYSTEM AND INFORMATION INTEGRITY,CODE AUTHENTICATION,,
SI-7 (16),SYSTEM AND INFORMATION INTEGRITY,TIME LIMIT ON PROCESS EXECUTION W/O SUPERVISION,,
SI-8,SYSTEM AND INFORMATION INTEGRITY,SPAM PROTECTION,P2,"MODERATE,HIGH"
SI-8 (1),SYSTEM AND INFORMATION INTEGRITY,CENTRAL MANAGEMENT,,"MODERATE,HIGH"
SI-8 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATIC UPDATES,,"MODERATE,HIGH"
SI-8 (3),SYSTEM AND INFORMATION INTEGRITY,CONTINUOUS LEARNING CAPABILITY,,
SI-10,SYSTEM AND INFORMATION INTEGRITY,INFORMATION INPUT VALIDATION,P1,"MODERATE,HIGH"
SI-10 (1),SYSTEM AND INFORMATION INTEGRITY,MANUAL OVERRIDE CAPABILITY,,
SI-10 (2),SYSTEM AND INFORMATION INTEGRITY,REVIEW / RESOLUTION OF ERRORS,,
SI-10 (3),SYSTEM AND INFORMATION INTEGRITY,PREDICTABLE BEHAVIOR,,
SI-10 (4),SYSTEM AND INFORMATION INTEGRITY,REVIEW / TIMING INTERACTIONS,,
SI-10 (5),SYSTEM AND INFORMATION INTEGRITY,RESTRICT INPUTS TO TRUSTED SOURCES AND APPROVED FORMATS,,
SI-11,SYSTEM AND INFORMATION INTEGRITY,ERROR HANDLING,P2,"MODERATE,HIGH"
SI-12,SYSTEM AND INFORMATION INTEGRITY,INFORMATION HANDLING AND RETENTION,P2,"LOW,MODERATE,HIGH"
SI-13,SYSTEM AND INFORMATION INTEGRITY,PREDICTABLE FAILURE PREVENTION,P0,
SI-13 (1),SYSTEM AND INFORMATION INTEGRITY,TRANSFERRING COMPONENT RESPONSIBILITIES,,
SI-13 (3),SYSTEM AND INFORMATION INTEGRITY,MANUAL TRANSFER BETWEEN COMPONENTS,,
SI-13 (4),SYSTEM AND INFORMATION INTEGRITY,STANDBY COMPONENT INSTALLATION / NOTIFICATION,,
SI-13 (5),SYSTEM AND INFORMATION INTEGRITY,FAILOVER CAPABILITY,,
SI-14,SYSTEM AND INFORMATION INTEGRITY,NON-PERSISTENCE,P0,
SI-14 (1),SYSTEM AND INFORMATION INTEGRITY,REFRESH FROM TRUSTED SOURCES,,
SI-15,SYSTEM AND INFORMATION INTEGRITY,INFORMATION OUTPUT FILTERING,P0,
SI-16,SYSTEM AND INFORMATION INTEGRITY,MEMORY PROTECTION,P1,"MODERATE,HIGH"
SI-17,SYSTEM AND INFORMATION INTEGRITY,FAIL-SAFE PROCEDURES,P0,
PM-1,PROGRAM MANAGEMENT,INFORMATION SECURITY PROGRAM PLAN,,
PM-2,PROGRAM MANAGEMENT,SENIOR INFORMATION SECURITY OFFICER,,
PM-3,PROGRAM MANAGEMENT,INFORMATION SECURITY RESOURCES,,
PM-4,PROGRAM MANAGEMENT,PLAN OF ACTION AND MILESTONES PROCESS,,
PM-5,PROGRAM MANAGEMENT,INFORMATION SYSTEM INVENTORY,,
PM-6,PROGRAM MANAGEMENT,INFORMATION SECURITY MEASURES OF PERFORMANCE,,
PM-7,PROGRAM MANAGEMENT,ENTERPRISE ARCHITECTURE,,
PM-8,PROGRAM MANAGEMENT,CRITICAL INFRASTRUCTURE PLAN,,
PM-9,PROGRAM MANAGEMENT,RISK MANAGEMENT STRATEGY,,
PM-10,PROGRAM MANAGEMENT,SECURITY AUTHORIZATION PROCESS,,
PM-11,PROGRAM MANAGEMENT,MISSION/BUSINESS PROCESS DEFINITION,,
PM-12,PROGRAM MANAGEMENT,INSIDER THREAT PROGRAM,,
PM-13,PROGRAM MANAGEMENT,INFORMATION SECURITY WORKFORCE,,
PM-14,PROGRAM MANAGEMENT,TESTING / TRAINING / MONITORING,,
PM-15,PROGRAM MANAGEMENT,CONTACTS WITH SECURITY GROUPS AND ASSOCIATIONS,,
PM-16,PROGRAM MANAGEMENT,THREAT AWARENESS PROGRAM,,
